,barrio_,month_,year_,price_aprox_local_currency_min,price_aprox_local_currency_max,price_aprox_local_currency_mean,price_aprox_local_currency_std,price_aprox_usd_min,price_aprox_usd_max,price_aprox_usd_mean,price_aprox_usd_std,created_on_count
112,BARRACAS,5,2016,4208.49,4208.49,4208.49,0.0,263.55,263.55,263.55,0.0,2
113,BARRACAS,5,2017,6537.98,15087.83,12827.241111111109,3601.2756173835282,409.43,944.85,794.1277777777779,224.2564494489388,9
114,BARRACAS,6,2015,12400.49,12400.49,12400.49,0.0,717.85,717.85,717.85,0.0,2
115,BARRACAS,6,2017,4649.86,24140.53,9435.872142857144,5307.254433293522,291.19,1511.76,563.4203571428571,311.11338755296686,28
116,BARRACAS,7,2015,11537.81,79767.6,64265.544444444444,29895.47765327062,667.91,4995.31,3779.0722222222225,1768.2870370698997,9
117,BARRACAS,7,2016,11417.47,11417.47,11417.47,0.0,715.0,715.0,715.0,0.0,7
118,BARRACAS,7,2017,4452.94,278970.0,45087.475087719315,66357.37280167518,252.37,15000.0,2554.0485964912277,3750.7040229094896,57
119,BARRACAS,8,2014,47428.0,47428.0,47428.0,0.0,2745.55,2745.55,2745.55,0.0,2
120,BARRACAS,8,2015,6308.35,35256.39,20487.01714285714,14388.394929828495,395.05,2040.95,1218.0000000000002,854.0155752047546,14
121,BARRACAS,8,2016,7838.29,239527.5,89121.89666666668,109097.9020306863,490.86,15000.0,5581.106666666667,6832.069280311298,21
122,BARRACAS,8,2017,6799.88,91335.71,47843.193846153845,40938.31622401735,391.36,5221.93,2680.58,2279.5297066427247,14
123,BARRACAS,9,2015,16606.53,33863.41,29868.840000000004,4919.76422494683,969.3,1976.56,1771.2540000000001,288.54225402876443,10
124,BARRACAS,9,2016,10200.19,64999.93,47589.54200000001,18006.84200996277,638.77,4070.51,2980.214000000001,1127.6478485059067,15
125,BARRACAS,9,2017,6499.99,223265.27,49582.35439024389,72556.6329330297,374.1,12764.72,2778.0558536585363,4049.9778586289676,42
126,BARRACAS,10,2016,5984.19,9999.95,9497.98,1419.7855638088456,374.75,626.23,594.7950000000001,88.91160666639651,8
127,BARRACAS,10,2017,5823.22,137003.65,37195.190344827584,47367.18414508237,305.94,7832.89,2065.783448275862,2631.8166709125403,63
128,BARRACAS,11,2014,43471.45,43471.45,43471.45,0.0,2516.51,2516.51,2516.51,0.0,5
129,BARRACAS,11,2015,19835.49,25269.06,22011.57923076923,2319.335351846376,1157.77,1474.92,1337.513846153846,136.1352166376296,13
130,BARRACAS,11,2016,3461.49,85497.9,38369.01465116275,31831.135855109835,216.77,5354.16,2402.7941860465116,1993.3704665432415,43
131,BARRACAS,11,2017,6998.17,91335.71,37336.723750000005,38401.92888665618,404.39,5221.93,2074.2033333333343,2110.5580629975707,28
132,BARRACAS,12,2014,6641.87,6641.87,6641.87,0.0,384.49,384.49,384.49,0.0,6
133,BARRACAS,12,2015,29066.82,31185.6,29811.124,1035.3818104834559,1820.26,1820.26,1820.2599999999998,0.0,5
134,BARRACAS,12,2016,8131.16,50292.79,30513.519166666654,18314.580304635627,509.2,3149.5,1910.8570833333342,1146.9192232368648,31
135,BARRACAS,12,2017,8001.85,294525.0,49883.02611111111,86871.87190509346,407.53,15000.0,2613.4494444444445,4540.2777949080355,18
136,BELGRANO,1,2015,7977.19,146833.25,65354.14448275861,50963.50288823222,461.79,8500.0,3783.2727586206906,2950.2157664154674,29
137,BELGRANO,1,2016,3126.15,33698.0,17992.302500000005,10731.304727836421,195.77,2000.0,1117.2238636363631,666.1116722816389,44
138,BELGRANO,1,2017,6413.42,95811.0,23681.568412698416,23718.772193658788,401.63,6000.0,1483.0179365079362,1485.347506384648,63
139,BELGRANO,1,2018,3103.31,196350.0,33358.71974193551,39271.20414022797,158.05,10000.0,1698.9416774193546,2000.0613323566051,172
140,BELGRANO,2,2015,3348.83,136325.86,51238.911515151514,47498.54011811324,193.86,7891.74,2966.159090909092,2749.63324568178,33
141,BELGRANO,2,2016,0.0,67396.0,32575.5952631579,22719.70942968422,0.0,4000.0,2017.7,1410.8674442027184,19
142,BELGRANO,2,2017,3958.19,176445.0,63177.652795698974,50256.05003977534,224.33,11000.0,3935.276021505372,3121.905469091558,99
143,BELGRANO,2,2018,15003.69,22005.53,18504.61,4951.048544783214,764.13,1120.73,942.4300000000001,252.15427817112283,2
144,BELGRANO,3,2015,3410.9,95009.75,51623.530270270276,32297.066260185697,199.09,5500.0,2991.8129729729735,1871.824961262352,37
145,BELGRANO,3,2016,0.0,673960.0,61092.874782608684,149365.73168145827,0.0,40000.0,3774.580289855074,9222.885968155195,69
146,BELGRANO,3,2017,5937.37,399212.5,35455.14730000004,53959.12112326207,336.5,25000.0,2199.1945500000024,3350.9710717948356,210
147,BELGRANO,4,2015,6418.16,164107.75,48243.91653465347,50913.307174069465,371.54,9500.0,2797.018712871286,2952.7109688906776,101
148,BELGRANO,4,2016,2625.38,48281.07,28654.34041666667,17406.5722363685,164.41,3023.52,1794.429375,1090.0568966985284,48
149,BELGRANO,4,2017,2473.75,167622.75,32564.57358974363,36456.5363648209,140.2,9500.0,1986.8155555555575,2210.7251657801417,244
150,BELGRANO,5,2015,8413.77,79694.52,37072.05000000001,27664.025137850862,491.1,4613.42,2151.9896428571424,1606.909799290372,28
151,BELGRANO,5,2016,4008.09,87826.75,32167.061016949156,25257.65096016976,251.0,5500.0,2014.4074576271182,1581.7170697177573,59
